,home_team,away_team,rank,standings_gap,date_night,attendance,cLI,orig_scheduled,date
2900,MIL,MIN,4,-5.0,N,33070,0.78,,2025-05-16
2901,MIL,MIN,4,-6.0,N,40267,0.7,,2025-05-17
2902,MIL,MIN,4,-6.0,D,30018,0.61,,2025-05-18
2903,MIL,BAL,4,-5.0,N,22319,0.69,,2025-05-19
2904,MIL,BAL,4,-5.0,N,22778,0.75,,2025-05-20
2905,MIL,BAL,4,-6.0,D,30554,0.8,,2025-05-21
2910,MIL,BOS,3,-6.5,D,40181,0.69,,2025-05-26
2911,MIL,BOS,3,-6.5,N,26489,0.75,,2025-05-27
2912,MIL,BOS,3,-6.5,D,24603,0.76,,2025-05-28
2920,MIL,SDP,3,-5.5,N,32298,1.17,,2025-06-06
2921,MIL,SDP,3,-5.5,N,37032,1.05,,2025-06-07
2922,MIL,SDP,3,-5.5,D,26265,1.14,,2025-06-08
2923,MIL,ATL,3,-5.5,N,25145,1.02,,2025-06-09
2924,MIL,ATL,3,-5.5,N,30028,0.97,,2025-06-10
2925,MIL,ATL,3,-5.5,D,30809,1.02,,2025-06-11
2926,MIL,STL,2,-5.5,N,27687,1.04,,2025-06-12
2927,MIL,STL,2,-4.5,N,30026,1.11,,2025-06-13
2928,MIL,STL,2,-5.5,D,39017,1.19,,2025-06-14
2929,MIL,STL,2,-5.5,D,40629,1.13,,2025-06-15
2935,MIL,PIT,2,-3.5,N,26791,1.26,,2025-06-23
2936,MIL,PIT,2,-2.5,N,31772,1.16,,2025-06-24
2937,MIL,PIT,2,-2.5,D,42774,1.29,,2025-06-25
2938,MIL,COL,2,-2.0,N,35008,1.24,,2025-06-27
2939,MIL,COL,2,-2.0,D,32057,1.3,,2025-06-28
2940,MIL,COL,2,-2.0,D,30037,1.34,,2025-06-29
2948,MIL,LAD,2,-3.5,N,35365,1.39,,2025-07-07
2949,MIL,LAD,2,-2.5,N,38175,1.44,,2025-07-08
2950,MIL,LAD,2,-1.5,D,33607,1.51,,2025-07-09
2951,MIL,WSN,2,-1.0,N,35057,1.38,,2025-07-11
2952,MIL,WSN,2,-1.0,D,35015,1.45,,2025-07-12
2953,MIL,WSN,2,-1.0,D,32135,1.36,,2025-07-13
2960,MIL,MIA,1,1.0,D,41944,1.26,,2025-07-25
2961,MIL,MIA,1,0.0,N,38055,1.28,,2025-07-26
2962,MIL,MIA,1,0.0,D,40158,1.35,,2025-07-27
2963,MIL,CHC,1,1.0,N,41076,1.84,,2025-07-28
2964,MIL,CHC,1,2.0,N,40136,1.75,,2025-07-29
2965,MIL,CHC,1,1.0,D,42807,1.73,,2025-07-30
2973,MIL,NYM,1,5.0,N,43469,0.95,,2025-08-08
2974,MIL,NYM,1,5.0,N,40156,0.81,,2025-08-09
2975,MIL,NYM,1,6.0,D,42461,0.75,,2025-08-10
2976,MIL,PIT,1,6.5,N,30045,0.66,,2025-08-11
2977,MIL,PIT,1,7.5,N,32064,0.58,,2025-08-12
2978,MIL,PIT,1,7.5,D,40123,0.44,,2025-08-13
2987,MIL,SFG,1,7.0,N,41716,0.43,,2025-08-22
2988,MIL,SFG,1,6.0,N,41034,0.35,,2025-08-23
2989,MIL,SFG,1,5.0,D,42053,0.5,,2025-08-24
2990,MIL,ARI,1,5.5,N,28486,0.76,,2025-08-25
2991,MIL,ARI,1,6.5,N,32850,0.01,,2025-08-26
2992,MIL,ARI,1,6.5,N,26176,0.01,,2025-08-27
2993,MIL,ARI,1,6.5,D,35822,0.44,,2025-08-28
2998,MIL,PHI,1,5.5,D,42153,0.44,,2025-09-01
2999,MIL,PHI,1,6.0,N,28528,0.71,,2025-09-03
3000,MIL,PHI,1,5.5,D,26583,0.43,,2025-09-04
3007,MIL,STL,1,5.5,N,40525,0.4,,2025-09-12
3008,MIL,STL,1,6.5,N,41807,0.35,,2025-09-13
3009,MIL,STL,1,5.5,D,42269,0.14,,2025-09-14
3010,MIL,LAA,1,5.0,N,28566,0.37,,2025-09-16
3011,MIL,LAA,1,5.0,N,28493,0.41,,2025-09-17
3012,MIL,LAA,1,6.0,N,34261,0.31,,2025-09-18
3019,MIL,CIN,1,6.0,N,40316,0.02,,2025-09-26
3020,MIL,CIN,1,5.0,N,40801,0.02,,2025-09-27
3021,MIL,CIN,1,5.0,D,41055,0.0,,2025-09-28
3029,MIN,HOU,5,-0.5,D,36783,0.9,,2025-04-03
3030,MIN,HOU,2,-1.0,D,16082,0.88,,2025-04-05
3031,MIN,HOU,3,-2.0,D,14638,0.91,,2025-04-06
3036,MIN,DET,4,-4.5,N,12900,0.83,,2025-04-11
3037,MIN,DET,5,-5.5,D,23391,0.79,,2025-04-12
3038,MIN,DET,4,-4.5,D,15693,0.73,,2025-04-13
3039,MIN,NYM,4,-5.5,N,10240,0.69,,2025-04-14
3040,MIN,NYM,4,-4.5,N,12507,0.62,,2025-04-15
3041,MIN,NYM,4,-3.5,D,19721,0.67,,2025-04-16
3045,MIN,CHW,4,-6.0,N,11828,0.6,,2025-04-22
3046,MIN,CHW,4,-5.5,N,12407,0.67,,2025-04-23
3047,MIN,CHW,4,-6.0,D,12414,0.67,,2025-04-24
3048,MIN,LAA,4,-5.5,N,14332,0.64,,2025-04-25
3049,MIN,LAA,4,-6.0,D,23905,0.68,,2025-04-26
3050,MIN,LAA,4,-6.0,D,18615,0.74,,2025-04-27
3059,MIN,BAL,4,-6.5,N,19779,0.68,,2025-05-06
3060,MIN,BAL,4,-6.5,N,16417,0.75,,2025-05-07
3061,MIN,BAL,4,-7.0,D,17410,0.74,,2025-05-08
3062,MIN,SFG,4,-7.0,N,21744,0.76,,2025-05-09
3063,MIN,SFG,4,-6.0,N,23812,0.78,,2025-05-10
3064,MIN,SFG,4,-5.0,D,23551,0.9,,2025-05-11
3072,MIN,CLE,2,-5.5,D,26142,1.21,,2025-05-21
3073,MIN,KCR,2,-4.0,N,22391,1.18,,2025-05-23
3074,MIN,KCR,2,-3.0,D,30720,1.27,,2025-05-24
3075,MIN,KCR,2,-4.0,D,32501,1.25,,2025-05-25
3087,MIN,TOR,2,-7.0,N,26847,1.22,,2025-06-06
3088,MIN,TOR,2,-7.0,D,23476,1.14,,2025-06-07
3089,MIN,TOR,2,-7.0,D,22078,1.15,,2025-06-08
3090,MIN,TEX,2,-8.0,N,24765,1.1,,2025-06-10
3091,MIN,TEX,2,-7.0,N,18904,1.08,,2025-06-11
3092,MIN,TEX,2,-8.0,D,23995,1.12,,2025-06-12
3099,MIN,MIL,4,-10.0,N,28011,0.88,,2025-06-20
3100,MIN,MIL,4,-10.0,D,28321,0.8,,2025-06-21
3101,MIN,MIL,4,-11.0,D,21143,0.75,,2025-06-22
3102,MIN,SEA,4,-11.5,N,17909,0.75,,2025-06-23
3103,MIN,SEA,4,-12.5,N,23532,0.68,,2025-06-24
3104,MIN,SEA,3,-11.5,N,15850,0.6,,2025-06-25
3105,MIN,SEA,3,-11.5,D,19666,0.67,,2025-06-26
3113,MIN,TBR,2,-12.5,D,24197,0.62,,2025-07-04
3114,MIN,TBR,2,-12.5,D,17679,0.7,,2025-07-05
3115,MIN,TBR,2,-13.5,D,21294,0.71,,2025-07-06
3116,MIN,CHC,2,-14.0,N,30384,0.52,,2025-07-08
3117,MIN,CHC,2,-13.0,N,33470,0.59,,2025-07-09
3118,MIN,CHC,3,-13.5,D,34391,0.64,,2025-07-10
3119,MIN,PIT,2,-12.5,N,40100,0.55,,2025-07-11
3120,MIN,PIT,2,-11.5,D,26496,0.62,,2025-07-12
3121,MIN,PIT,2,-11.5,D,24959,0.7,,2025-07-13
3128,MIN,WSN,3,-9.0,N,27736,0.48,,2025-07-25
3129,MIN,WSN,4,-9.0,N,26928,0.61,,2025-07-26
3130,MIN,WSN,4,-10.0,D,20374,0.56,,2025-07-27
3131,MIN,BOS,4,-10.0,N,24443,0.47,,2025-07-28
3132,MIN,BOS,4,-11.0,N,27460,0.58,,2025-07-29
3133,MIN,BOS,4,-12.0,D,29146,0.44,,2025-07-30
3141,MIN,KCR,4,-11.0,N,28242,0.27,,2025-08-08
3142,MIN,KCR,4,-11.0,N,22539,0.31,,2025-08-09
3143,MIN,KCR,4,-11.0,D,26746,0.27,,2025-08-10
3147,MIN,DET,4,-13.0,N,24123,0.22,,2025-08-14
3148,MIN,DET,4,-14.0,N,27282,0.16,,2025-08-15
3149,MIN,DET,4,-15.0,N,19537,0.09,,2025-08-16
3150,MIN,DET,4,-14.0,D,22230,0.06,,2025-08-17
3151,MIN,ATH,4,-15.5,N,22725,0.08,,2025-08-19
3152,MIN,ATH,4,-16.5,N,18448,0.08,,2025-08-20
3153,MIN,ATH,4,-17.0,D,21837,0.05,,2025-08-21
3160,MIN,SDP,4,-17.0,N,24336,0.0,,2025-08-29
3161,MIN,SDP,4,-17.0,N,23971,0.01,,2025-08-30
3162,MIN,SDP,4,-17.0,D,26956,0.0,,2025-08-31
3164,MIN,CHW,4,-17.0,D,15892,0.0,,2025-09-01
3165,MIN,CHW,4,-17.0,N,11721,0.0,,2025-09-02
3166,MIN,CHW,4,-18.0,N,11904,0.0,,2025-09-03
3167,MIN,CHW,4,-18.5,N,13188,0.0,,2025-09-04
3174,MIN,ARI,4,-18.5,N,18177,0.0,,2025-09-12
3175,MIN,ARI,4,-18.5,N,21227,0.0,,2025-09-13
3176,MIN,ARI,4,-19.5,D,18376,0.0,,2025-09-14
3177,MIN,NYY,4,-19.0,N,22001,0.0,,2025-09-15
3178,MIN,NYY,4,-19.0,N,25500,0.0,,2025-09-16
3179,MIN,NYY,4,-19.0,N,20206,0.0,,2025-09-17
3180,MIN,CLE,4,-18.5,N,20159,0.0,,2025-09-19
3181,MIN,CLE,4,-19.0,D,22160,0.0,,2025-09-20
3182,MIN,CLE,4,-19.0,N,23242,0.0,,2025-09-20
3183,MIN,CLE,4,-18.0,D,22526,0.0,,2025-09-21
3197,NYM,TOR,2,-2.0,D,43945,0.9,,2025-04-04
3198,NYM,TOR,2,-1.0,N,37694,0.96,,2025-04-05
3199,NYM,TOR,2,-1.0,D,40132,1.0,,2025-04-06
3200,NYM,MIA,2,-0.5,N,28630,1.1,,2025-04-07
3201,NYM,MIA,1,0.5,D,28861,1.15,,2025-04-08
3202,NYM,MIA,2,-0.5,D,29232,1.2,,2025-04-09
3209,NYM,STL,1,1.0,N,38246,1.15,,2025-04-17
3210,NYM,STL,1,1.0,N,39627,1.19,,2025-04-18
3211,NYM,STL,1,1.0,D,42339,1.21,,2025-04-19
3212,NYM,STL,1,2.0,D,38347,1.19,,2025-04-20
3213,NYM,PHI,1,3.0,N,35430,1.37,,2025-04-21
3214,NYM,PHI,1,4.0,N,36468,1.38,,2025-04-22
3215,NYM,PHI,1,5.0,D,36863,1.38,,2025-04-23
3220,NYM,ARI,1,4.5,N,35218,1.27,,2025-04-29
3221,NYM,ARI,1,3.5,N,31904,1.21,,2025-04-30
3223,NYM,ARI,1,3.5,D,36239,1.23,,2025-05-01
3230,NYM,CHC,1,2.5,N,41243,1.31,,2025-05-09
3231,NYM,CHC,1,1.5,N,41423,1.34,,2025-05-10
3232,NYM,CHC,1,1.5,D,41673,1.36,,2025-05-11
3233,NYM,PIT,1,2.5,N,35580,1.27,,2025-05-12
3234,NYM,PIT,1,3.0,N,35926,1.2,,2025-05-13
3235,NYM,PIT,1,2.5,N,34473,1.21,,2025-05-14
3242,NYM,LAD,2,-3.0,N,40449,1.3,,2025-05-23
3243,NYM,LAD,2,-3.0,N,41332,1.32,,2025-05-24
3244,NYM,LAD,2,-2.0,N,41917,1.31,,2025-05-25
3245,NYM,CHW,2,-1.5,D,39938,1.26,,2025-05-26
3246,NYM,CHW,2,-1.5,N,34944,1.22,,2025-05-27
3247,NYM,CHW,2,-2.0,D,34021,1.2,,2025-05-28
3248,NYM,COL,2,-1.0,N,41270,1.22,,2025-05-30
3249,NYM,COL,1,0.0,D,41681,1.25,,2025-05-31
3251,NYM,COL,1,1.0,D,43224,1.24,,2025-06-01
3259,NYM,WSN,1,5.0,N,38472,1.19,,2025-06-10
3260,NYM,WSN,1,5.0,N,40681,1.11,,2025-06-11
3261,NYM,WSN,1,5.5,D,39779,1.07,,2025-06-12
3262,NYM,TBR,1,4.5,N,41622,1.0,,2025-06-13
3263,NYM,TBR,1,3.5,D,41662,1.07,,2025-06-14
3264,NYM,TBR,1,2.5,D,42804,1.13,,2025-06-15
3271,NYM,ATL,2,-1.5,N,38593,1.38,,2025-06-23
3272,NYM,ATL,2,-1.5,N,38130,1.41,,2025-06-24
3273,NYM,ATL,2,-0.5,N,38275,1.48,,2025-06-25
3274,NYM,ATL,1,0.5,N,42646,1.45,,2025-06-26
3279,NYM,MIL,2,-2.0,D,36335,1.52,,2025-07-02
3280,NYM,MIL,2,-2.0,N,41123,1.49,,2025-07-02
3281,NYM,MIL,2,-1.5,N,42241,1.5,,2025-07-03
3282,NYM,NYY,2,-0.5,D,41216,1.37,,2025-07-04
3283,NYM,NYY,2,-0.5,D,41401,1.38,,2025-07-05
3284,NYM,NYY,2,-1.5,D,41117,1.37,,2025-07-06
3291,NYM,CIN,2,-0.5,N,42390,1.51,,2025-07-18
3292,NYM,CIN,2,-1.5,D,42605,1.56,,2025-07-19
3293,NYM,CIN,2,-0.5,D,42981,1.61,,2025-07-20
3294,NYM,LAA,2,-0.5,N,41442,1.48,,2025-07-21
3295,NYM,LAA,2,-0.5,N,43055,1.46,,2025-07-22
3296,NYM,LAA,1,0.5,D,41591,1.44,,2025-07-23
3304,NYM,SFG,2,-0.5,N,42777,1.52,,2025-08-01
3305,NYM,SFG,1,0.5,D,43455,1.54,,2025-08-02
3306,NYM,SFG,2,-0.5,D,42876,1.54,,2025-08-03
3307,NYM,CLE,2,-1.5,N,37886,1.47,,2025-08-04
3308,NYM,CLE,2,-2.5,N,39895,1.48,,2025-08-05
3309,NYM,CLE,2,-2.5,D,40072,1.48,,2025-08-06
3313,NYM,ATL,2,-5.0,N,39748,1.26,,2025-08-12
3314,NYM,ATL,2,-5.0,N,38647,1.34,,2025-08-13
3315,NYM,ATL,2,-5.0,N,41782,1.29,,2025-08-14
3316,NYM,SEA,2,-6.0,N,41200,1.24,,2025-08-15
3317,NYM,SEA,2,-5.0,D,42978,1.18,,2025-08-16
3318,NYM,SEA,2,-5.0,N,2518,1.21,,2025-08-17
3325,NYM,PHI,2,-6.0,N,41983,1.27,,2025-08-25
3326,NYM,PHI,2,-5.0,N,41914,1.32,,2025-08-26
3327,NYM,PHI,2,-4.0,N,41893,1.27,,2025-08-27
3328,NYM,MIA,2,-5.0,N,37975,1.13,,2025-08-28
3329,NYM,MIA,2,-5.0,N,42112,1.11,,2025-08-29
3330,NYM,MIA,2,-6.0,D,42726,1.12,,2025-08-30
3331,NYM,MIA,2,-6.0,D,43302,1.06,,2025-08-31
3343,NYM,TEX,2,-12.0,N,41040,1.5,,2025-09-12
3344,NYM,TEX,2,-13.0,D,41752,1.51,,2025-09-13
3345,NYM,TEX,2,-12.0,D,40024,1.51,,2025-09-14
3346,NYM,SDP,2,-12.5,N,41819,1.64,,2025-09-16
3347,NYM,SDP,2,-12.5,N,41783,1.58,,2025-09-17
3348,NYM,SDP,2,-12.0,D,38127,1.74,,2025-09-18
3349,NYM,WSN,2,-12.0,N,39484,1.83,,2025-09-19
3350,NYM,WSN,2,-12.0,D,43412,1.71,,2025-09-20
3351,NYM,WSN,2,-12.0,D,42960,2.09,,2025-09-21
3358,NYY,MIL,1,0.0,D,46208,0.9,,2025-03-27
3359,NYY,MIL,1,0.5,D,46683,0.91,,2025-03-29
3360,NYY,MIL,1,1.0,D,41803,0.96,,2025-03-30
3362,NYY,ARI,2,-0.5,N,37482,1.0,,2025-04-01
3363,NYY,ARI,3,-1.0,N,40558,0.96,,2025-04-02
3364,NYY,ARI,2,-0.5,N,43382,0.92,,2025-04-03
3371,NYY,SFG,2,-0.5,N,35286,1.03,,2025-04-11
3372,NYY,SFG,1,0.5,D,35455,1.02,,2025-04-12
3373,NYY,SFG,2,-0.5,D,36449,1.02,,2025-04-13
3374,NYY,KCR,1,0.5,N,42648,1.03,,2025-04-14
3375,NYY,KCR,1,0.5,N,43601,1.05,,2025-04-15
3376,NYY,KCR,1,0.5,N,43720,1.09,,2025-04-16
3384,NYY,TOR,1,1.5,N,46081,1.27,,2025-04-25
3386,NYY,TOR,1,2.0,D,43824,1.32,,2025-04-27
3391,NYY,TBR,1,2.0,N,45189,1.3,,2025-05-02
3392,NYY,TBR,1,2.0,D,44051,1.3,,2025-05-03
3393,NYY,TBR,1,2.0,D,43349,1.29,,2025-05-04
3394,NYY,SDP,1,1.5,N,38128,1.15,,2025-05-05
3395,NYY,SDP,1,2.5,N,38090,1.09,,2025-05-06
3396,NYY,SDP,1,2.5,N,42302,1.13,,2025-05-07
3403,NYY,NYM,1,5.0,N,47700,1.27,,2025-05-16
3404,NYY,NYM,1,4.0,D,47510,1.25,,2025-05-17
3405,NYY,NYM,1,5.0,N,48028,1.25,,2025-05-18
3406,NYY,TEX,1,4.5,N,40343,1.3,,2025-05-20
3407,NYY,TEX,1,5.0,N,40359,1.35,,2025-05-21
3408,NYY,TEX,1,5.0,D,43450,1.32,,2025-05-22
3419,NYY,CLE,1,6.5,N,40683,1.23,,2025-06-03
3420,NYY,CLE,1,5.5,N,36759,1.26,,2025-06-04
3421,NYY,CLE,1,5.5,N,41665,1.28,,2025-06-05
3422,NYY,BOS,1,5.5,N,46783,1.3,,2025-06-06
3423,NYY,BOS,1,4.5,N,47020,1.26,,2025-06-07
3424,NYY,BOS,1,4.5,N,45140,1.28,,2025-06-08
3431,NYY,LAA,1,2.5,N,37398,1.33,,2025-06-16
3432,NYY,LAA,1,2.5,N,35278,1.37,,2025-06-17
3433,NYY,LAA,1,1.5,N,43255,1.43,,2025-06-18
3434,NYY,LAA,1,2.5,D,45671,1.42,,2025-06-19
3435,NYY,BAL,1,1.5,N,47034,1.38,,2025-06-20
3436,NYY,BAL,1,1.5,D,46142,1.45,,2025-06-21
3437,NYY,BAL,1,2.5,D,45571,1.36,,2025-06-22
3441,NYY,ATH,1,1.5,N,46192,1.36,,2025-06-27
3442,NYY,ATH,1,0.5,D,45084,1.32,,2025-06-28
3443,NYY,ATH,1,1.5,D,42166,1.33,,2025-06-29
3452,NYY,SEA,2,-3.5,N,38641,1.31,,2025-07-08
3453,NYY,SEA,2,-2.5,N,35651,1.38,,2025-07-09
3454,NYY,SEA,2,-2.0,N,41241,1.4,,2025-07-10
3455,NYY,CHC,2,-2.0,N,46327,1.3,,2025-07-11
3456,NYY,CHC,2,-2.0,D,46839,1.32,,2025-07-12
3457,NYY,CHC,2,-2.0,D,45435,1.37,,2025-07-13
3464,NYY,PHI,2,-5.5,N,47018,1.32,,2025-07-25
3465,NYY,PHI,2,-6.5,D,46621,1.3,,2025-07-26
3466,NYY,PHI,2,-5.5,D,45612,1.31,,2025-07-27
3467,NYY,TBR,2,-5.5,N,37308,1.43,,2025-07-28
3468,NYY,TBR,2,-4.0,N,35660,1.45,,2025-07-29
3469,NYY,TBR,2,-4.0,N,45355,1.5,,2025-07-30
3470,NYY,TBR,2,-3.5,D,44292,1.39,,2025-07-31
3478,NYY,HOU,3,-6.5,N,46027,1.38,,2025-08-08
3479,NYY,HOU,3,-5.5,D,45738,1.34,,2025-08-09
3480,NYY,HOU,3,-6.5,D,43658,1.44,,2025-08-10
3481,NYY,MIN,3,-6.0,N,36744,1.3,,2025-08-11
3482,NYY,MIN,3,-6.0,N,37552,1.32,,2025-08-12
3483,NYY,MIN,3,-6.0,N,44466,1.35,,2025-08-13
3489,NYY,BOS,2,-4.5,N,47036,1.45,,2025-08-21
3490,NYY,BOS,3,-5.5,N,46064,1.49,,2025-08-22
3491,NYY,BOS,3,-6.5,D,45512,1.43,,2025-08-23
3492,NYY,BOS,3,-5.5,N,44640,1.28,,2025-08-24
3493,NYY,WSN,3,-5.5,N,36939,1.2,,2025-08-25
3494,NYY,WSN,3,-4.5,N,35531,1.09,,2025-08-26
3495,NYY,WSN,3,-4.5,D,35501,1.09,,2025-08-27
3504,NYY,TOR,2,-4.0,N,46055,1.56,,2025-09-05
3505,NYY,TOR,2,-3.0,D,45123,1.25,,2025-09-06
3506,NYY,TOR,2,-2.0,D,43266,1.54,,2025-09-07
3507,NYY,DET,2,-3.0,N,35653,1.26,,2025-09-09
3508,NYY,DET,2,-3.0,N,36727,1.04,,2025-09-10
3509,NYY,DET,2,-3.0,N,40608,1.16,,2025-09-11
3520,NYY,CHW,2,-1.0,N,38318,1.04,,2025-09-23
3521,NYY,CHW,1,0.0,N,37751,1.92,,2025-09-24
3522,NYY,CHW,1,0.0,N,38545,3.13,,2025-09-25
3523,NYY,BAL,1,0.0,N,44596,3.36,,2025-09-26
3524,NYY,BAL,1,0.0,D,46085,3.96,,2025-09-27
3525,NYY,BAL,1,0.0,D,45004,5.14,,2025-09-28
3529,PHI,COL,1,0.5,D,44595,0.98,,2025-03-31
3531,PHI,COL,1,1.0,N,37550,1.01,,2025-04-02
3532,PHI,COL,1,1.5,D,34097,1.02,,2025-04-03
3533,PHI,LAD,1,2.0,N,43024,1.07,,2025-04-04
3534,PHI,LAD,1,1.0,D,44404,1.11,,2025-04-05
3535,PHI,LAD,1,1.0,D,44098,1.11,,2025-04-06
3542,PHI,SFG,2,-2.0,N,40636,1.09,,2025-04-14
3543,PHI,SFG,2,-1.0,N,38119,1.03,,2025-04-15
3544,PHI,SFG,2,-1.0,N,38532,1.12,,2025-04-16
3545,PHI,SFG,2,-1.0,D,41321,1.03,,2025-04-17
3546,PHI,MIA,2,-1.0,N,44949,1.17,,2025-04-18
3547,PHI,MIA,2,-1.0,D,45045,1.14,,2025-04-19
3548,PHI,MIA,2,-2.0,D,45079,1.13,,2025-04-20
3555,PHI,WSN,2,-4.5,N,38387,1.06,,2025-04-29
3556,PHI,WSN,2,-3.5,N,37713,1.12,,2025-04-30
3558,PHI,WSN,2,-3.5,N,37069,1.12,,2025-05-01
3559,PHI,ARI,2,-3.5,N,40133,1.11,,2025-05-02
3560,PHI,ARI,2,-3.0,N,42650,1.14,,2025-05-03
3561,PHI,ARI,2,-2.5,D,44010,1.14,,2025-05-04
3568,PHI,STL,2,-2.5,N,42513,1.26,,2025-05-12
3569,PHI,STL,2,-2.5,D,40773,1.25,,2025-05-14
3570,PHI,STL,2,-2.5,N,35150,1.26,,2025-05-14
3571,PHI,PIT,2,-1.5,N,44039,1.18,,2025-05-16
3572,PHI,PIT,2,-1.5,N,44164,1.21,,2025-05-17
3573,PHI,PIT,2,-0.5,D,44356,1.18,,2025-05-18
3581,PHI,ATL,1,1.5,N,40627,1.3,,2025-05-27
3582,PHI,ATL,1,2.0,D,32314,1.3,,2025-05-29
3583,PHI,ATL,1,2.0,N,42739,1.26,,2025-05-29
3584,PHI,MIL,1,1.0,N,41546,1.28,,2025-05-30
3585,PHI,MIL,1,0.0,D,43773,1.31,,2025-05-31
3587,PHI,MIL,2,-1.0,D,44076,1.35,,2025-06-01
3594,PHI,CHC,2,-4.0,N,41226,1.29,,2025-06-09
3595,PHI,CHC,2,-5.0,N,41220,1.34,,2025-06-10
3596,PHI,CHC,2,-5.0,D,42660,1.27,,2025-06-11
3597,PHI,TOR,2,-4.5,N,40596,1.17,,2025-06-13
3598,PHI,TOR,2,-3.5,D,43711,1.25,,2025-06-14
3599,PHI,TOR,2,-2.5,D,44681,1.24,,2025-06-15
3604,PHI,NYM,1,1.0,N,44432,1.7,,2025-06-20
3605,PHI,NYM,1,0.0,N,44687,1.66,,2025-06-21
3606,PHI,NYM,1,1.0,N,42155,1.72,,2025-06-22
3613,PHI,SDP,1,2.0,N,43138,1.48,,2025-06-30
3615,PHI,SDP,1,2.0,D,40144,1.44,,2025-07-02
3616,PHI,SDP,1,2.0,N,40742,1.45,,2025-07-02
3617,PHI,CIN,1,0.5,D,42166,1.47,,2025-07-04
3618,PHI,CIN,1,0.5,D,42045,1.47,,2025-07-05
3619,PHI,CIN,1,1.5,D,42055,1.44,,2025-07-06
3626,PHI,LAA,1,0.5,N,44482,1.45,,2025-07-18
3627,PHI,LAA,1,1.5,N,43124,1.47,,2025-07-19
3628,PHI,LAA,1,0.5,D,40616,1.5,,2025-07-20
3629,PHI,BOS,1,0.5,N,42843,1.48,,2025-07-21
3630,PHI,BOS,1,0.5,N,43409,1.46,,2025-07-22
3631,PHI,BOS,2,-0.5,N,42601,1.43,,2025-07-23
3639,PHI,DET,1,0.5,N,43241,1.44,,2025-08-01
3640,PHI,DET,2,-0.5,D,44669,1.48,,2025-08-02
3641,PHI,DET,1,0.5,N,41569,1.47,,2025-08-03
3642,PHI,BAL,1,1.5,N,41099,1.43,,2025-08-04
3643,PHI,BAL,1,2.5,N,43660,1.41,,2025-08-05
3644,PHI,BAL,1,2.5,D,42030,1.44,,2025-08-06
3655,PHI,SEA,1,5.5,N,44471,1.24,,2025-08-18
3656,PHI,SEA,1,5.5,N,43757,1.27,,2025-08-19
3657,PHI,SEA,1,6.5,D,38331,1.22,,2025-08-20
3658,PHI,WSN,1,6.0,N,44757,1.29,,2025-08-22
3659,PHI,WSN,1,6.0,N,44771,1.25,,2025-08-23
3660,PHI,WSN,1,7.0,D,42580,1.28,,2025-08-24
3664,PHI,ATL,1,5.0,N,41293,1.3,,2025-08-28
3665,PHI,ATL,1,5.0,N,40322,1.29,,2025-08-29
3666,PHI,ATL,1,6.0,N,43462,1.35,,2025-08-30
3667,PHI,ATL,1,6.0,N,43770,1.32,,2025-08-31
3675,PHI,NYM,1,8.0,N,40388,1.0,,2025-09-08
3676,PHI,NYM,1,9.0,N,41609,0.91,,2025-09-09
3677,PHI,NYM,1,10.0,N,38090,0.77,,2025-09-10
3678,PHI,NYM,1,11.0,N,40098,0.78,,2025-09-11
3679,PHI,KCR,1,12.0,N,41099,0.62,,2025-09-12
3680,PHI,KCR,1,13.0,N,43326,0.38,,2025-09-13
3681,PHI,KCR,1,12.0,D,42513,0.35,,2025-09-14
3688,PHI,MIA,1,11.0,N,38041,0.08,,2025-09-23
3689,PHI,MIA,1,12.0,N,36816,0.07,,2025-09-24
3690,PHI,MIA,1,12.0,N,36265,0.03,,2025-09-25
3691,PHI,MIN,1,13.0,N,40073,0.02,,2025-09-26
3692,PHI,MIN,1,12.0,N,40506,0.02,,2025-09-27
3693,PHI,MIN,1,13.0,D,42637,0.0,,2025-09-28
3702,PIT,NYY,4,-3.0,D,36893,0.75,,2025-04-04
3703,PIT,NYY,5,-4.0,D,30570,0.74,,2025-04-05
3704,PIT,NYY,4,-3.0,D,22898,0.7,,2025-04-06
3705,PIT,STL,4,-3.0,N,8250,0.8,,2025-04-07
3706,PIT,STL,5,-4.0,N,8291,0.87,,2025-04-08
3707,PIT,STL,4,-3.0,D,8430,0.75,,2025-04-09
3711,PIT,WSN,5,-4.0,N,10402,0.63,,2025-04-14
3712,PIT,WSN,5,-5.0,N,8340,0.68,,2025-04-15
3713,PIT,WSN,5,-4.0,N,8529,0.62,,2025-04-16
3714,PIT,WSN,5,-3.5,D,12748,0.65,,2025-04-17
3715,PIT,CLE,5,-4.5,N,27900,0.64,,2025-04-18
3716,PIT,CLE,5,-5.5,D,37713,0.61,,2025-04-19
3717,PIT,CLE,5,-5.5,D,12433,0.59,,2025-04-20
3724,PIT,CHC,5,-7.0,N,9434,0.61,,2025-04-29
3725,PIT,CHC,5,-6.0,N,11297,0.55,,2025-04-30
3727,PIT,CHC,5,-7.0,D,13633,0.57,,2025-05-01
3728,PIT,SDP,5,-8.0,N,12349,0.51,,2025-05-02
3729,PIT,SDP,5,-9.0,D,17675,0.44,,2025-05-03
3730,PIT,SDP,5,-9.0,D,17184,0.38,,2025-05-04
3734,PIT,ATL,5,-9.0,N,19357,0.2,,2025-05-09
